Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints,Year
219,Jadeveon Clowney,HOU,OLB,13,27,13,8.0,4.5,43.5,8,6,0,1,0,0,5.5,71.85,2015
220,Derrick Shelby,MIA,DE,16,25,12,4.0,3.5,37.5,7,4,1,2,0,1,4.5,71.75,2015
221,Ahmad Brooks,SF,OLB,14,28,14,6.0,6.5,36.5,10,1,0,0,1,0,5.1,71.65,2015
221,Akeem Ayers,LAR,OLB,16,35,12,3.0,0.5,6.5,3,5,0,1,3,1,4.5,71.65,2015
223,Damon Harrison,NYJ,DT,16,39,33,8.0,0.5,0.0,4,0,0,1,0,0,4.5,71.5,2015
223,Xavier Rhodes,MIN,CB,16,55,3,1.0,0.0,0.0,0,11,1,0,0,0,4.5,71.5,2015
225,Tramaine Brock,SF,CB,15,45,8,2.0,0.0,0.0,0,11,3,0,0,0,4.7,71.0,2015
225,Kam Chancellor,SEA,SS,11,42,30,1.0,0.0,0.0,0,4,2,1,0,0,6.5,71.0,2015
225,Byron Jones,DAL,CB,16,47,18,2.0,0.0,0.0,1,9,0,1,0,0,4.4,71.0,2015
228,Lawrence Guy,BAL,DT,16,29,17,8.0,4.5,20.5,10,1,0,0,1,0,4.4,70.55,2015
229,Leon Hall,CIN,CB,14,44,11,0.0,0.0,0.0,0,9,2,0,0,1,5.0,70.5,2015
229,Darrelle Revis,NYJ,CB,14,30,9,0.0,0.0,0.0,0,9,5,0,4,0,5.0,70.5,2015
229,Nolan Carroll,PHI,CB,11,41,15,0.0,0.0,0.0,0,10,2,0,0,1,6.4,70.5,2015
229,Trevin Wade,NYG,CB,16,39,9,1.0,0.0,0.0,5,6,0,1,2,1,4.4,70.5,2015
233,Desmond Trufant,ATL,CB,16,35,7,1.0,1.0,9.0,2,11,1,0,2,1,4.4,70.4,2015
234,Bruce Irvin,SEA,DE,15,22,16,3.0,5.5,42.5,14,2,0,1,1,0,4.7,70.25,2015
235,Rey Maualuga,CIN,ILB,15,43,32,1.0,0.0,0.0,1,3,1,0,1,0,4.7,70.0,2015
236,Devin McCourty,NE,FS,14,49,13,1.0,1.0,13.0,1,6,1,0,0,0,5.0,69.8,2015
237,Adrian Amos,CHI,FS,16,57,10,2.0,1.0,7.0,1,2,0,0,0,0,4.4,69.7,2015
238,Tahir Whitehead,DET,OLB,16,36,11,7.0,2.0,10.0,4,6,1,0,1,0,4.3,69.5,2015
238,Devin Unga,NYG,ILB,13,42,17,2.0,0.0,0.0,1,4,2,2,0,0,5.3,69.5,2015
238,Uani' Unga,NYG,ILB,13,42,17,2.0,0.0,0.0,1,4,2,2,0,0,5.3,69.5,2015
241,Robert Mathis,IND,OLB,15,15,5,7.0,7.0,47.0,14,0,0,1,1,1,4.6,69.2,2015
242,Desmond Bryant,CLE,DT,14,24,9,7.0,6.0,26.5,16,0,0,1,0,0,4.9,69.15,2015
243,Christian Kirksey,CLE,OLB,16,34,19,5.0,3.5,13.0,5,1,0,1,1,0,4.3,68.8,2015
244,Ian Williams,SF,NT,16,45,20,2.0,1.0,6.0,2,1,0,1,1,0,4.3,68.6,2015
245,Charles Tillman,CAR,CB,12,36,19,0.0,0.0,0.0,1,7,2,2,1,0,5.7,68.5,2015
246,David Bruton,DEN,SS,13,37,12,1.0,1.0,0.0,0,7,2,2,1,0,5.2,68.0,2015
247,Josh Mauga,KC,ILB,14,45,12,4.0,1.0,9.0,1,3,2,0,0,0,4.8,67.9,2015
247,Brandon Williams,BAL,NT,16,35,18,9.0,2.0,19.0,4,2,0,1,0,0,4.2,67.9,2015
249,Michael Thomas,MIA,SS,16,56,15,2.0,0.0,0.0,0,2,0,0,0,0,4.2,67.5,2015
249,Kony Ealy,CAR,DE,16,15,17,4.0,5.0,30.0,10,2,0,3,2,0,4.2,67.5,2015
251,Sheldon Richardson,NYJ,DT,11,20,15,4.0,5.0,28.5,15,2,0,2,0,0,6.1,67.35,2015
252,Allen Bailey,KC,DE,12,26,12,7.0,4.5,22.0,8,0,0,2,1,0,5.6,67.2,2015
253,Lardarius Webb,BAL,FS,15,48,6,2.0,0.0,0.0,0,11,1,0,0,0,4.5,67.0,2015
253,DeShawn Shead,SEA,CB,16,38,11,3.0,1.0,5.0,2,7,1,2,0,0,4.2,67.0,2015
253,Gerald Hodges,SF,ILB,14,53,16,4.0,0.0,0.0,1,1,0,0,0,0,4.8,67.0,2015
256,Erik Walden,IND,OLB,15,28,14,9.0,3.0,16.0,12,0,0,1,0,0,4.4,66.6,2015
256,TJ McDonald,LAR,FS,11,38,24,5.0,1.0,6.0,2,1,0,1,1,0,6.1,66.6,2015
258,Linval Joseph,MIN,NT,12,42,14,7.0,0.5,4.0,4,1,0,1,0,0,5.4,65.4,2015
259,Nate Palmer,GB,ILB,16,47,20,2.0,1.0,0.0,2,2,0,0,0,0,4.1,65.0,2015
259,Kyle Fuller,CHI,CB,16,46,8,0.0,0.0,0.0,0,9,2,0,0,0,4.1,65.0,2015
261,Tyvon Branch,KC,SS,16,35,7,1.0,1.0,1.0,1,4,1,0,1,2,4.0,64.6,2015
262,Jared Odrick,JAX,DE,16,23,6,10.0,5.5,35.5,8,3,0,1,0,0,4.0,64.55,2015
263,Curtis Lofton,OAK,ILB,16,45,19,3.0,1.0,0.0,2,0,0,0,1,0,4.0,64.5,2015
263,Kevin Johnson,HOU,CB,16,47,5,3.0,0.0,0.0,0,9,1,0,0,0,4.0,64.5,2015
265,Jared Crick,HOU,DE,16,28,20,1.0,2.0,14.0,9,2,0,1,2,0,4.0,64.4,2015
266,Malcom Brown,NE,NT,16,31,17,6.0,3.0,17.0,5,0,0,0,2,0,4.0,64.2,2015
267,Brandon Meriweather,NYG,SS,13,43,16,0.0,0.0,0.0,0,7,2,0,0,0,4.9,64.0,2015
267,Sam Shields,GB,CB,12,37,2,1.0,0.0,0.0,0,13,3,0,1,0,5.3,64.0,2015
267,Sterling Moore,TB,CB,16,37,8,2.0,0.0,0.0,0,6,1,4,0,0,4.0,64.0,2015
270,Quinton Dial,SF,NT,15,32,27,4.0,2.5,14.5,7,1,0,0,0,0,4.3,63.95,2015
271,Kendrick Lewis,BAL,SS,15,37,23,5.0,0.0,0.0,2,5,0,1,0,0,4.2,63.5,2015
272,Danielle Hunter,MIN,DE,14,25,4,8.0,6.0,42.5,9,0,0,1,0,0,4.5,63.25,2015
273,Jairus Byrd,NO,FS,13,37,16,2.0,1.0,11.0,1,3,1,1,1,0,4.9,63.1,2015
274,Buster Skrine,NYJ,DB,16,44,10,2.0,0.0,0.0,2,7,1,0,0,0,3.9,63.0,2015
274,Stephon Gilmore,BUF,CB,12,36,0,0.0,0.0,0.0,0,18,3,0,0,0,5.2,63.0,2015
274,Justin Bethel,ARI,CB,16,31,2,0.0,0.0,0.0,1,9,2,2,1,1,3.9,63.0,2015
274,Bradley Roby,DEN,CB,16,34,6,1.0,0.0,0.0,0,10,1,1,1,1,3.9,63.0,2015
274,Devon Kennard,NYG,OLB,9,36,20,2.0,0.0,0.0,5,4,1,1,0,0,7.0,63.0,2015
279,Arthur Moats,PIT,DE,16,24,11,4.0,4.0,31.5,10,2,0,0,2,0,3.9,62.65,2015
280,Manny Lawson,BUF,OLB,16,36,10,8.0,1.0,6.0,3,5,1,0,0,0,3.9,62.6,2015
280,Frostee Rucker,ARI,DE,13,20,8,7.0,3.0,26.0,15,0,0,1,1,0,4.8,62.6,2015
282,Richard Sherman,SEA,CB,16,33,17,1.0,0.0,0.0,0,14,2,0,0,0,3.9,62.5,2015
282,Mario Edwards Jr,OAK,NT,14,33,9,3.0,2.0,10.0,6,2,0,3,0,0,4.5,62.5,2015
284,Travis Carrie,OAK,CB,15,42,10,0.0,0.0,0.0,0,9,1,1,0,0,4.1,62.0,2015
285,Mike Neal,GB,OLB,16,24,12,8.0,4.0,27.5,10,0,0,1,0,0,3.9,61.75,2015
286,Benardrick McKinney,HOU,ILB,14,35,23,7.0,1.0,11.0,2,0,0,1,0,0,4.4,61.6,2015
287,Craig Dahl,NYG,SS,15,46,10,0.0,1.0,5.0,1,4,0,1,0,0,4.1,61.5,2015
288,Ross Cockrell,PIT,DB,15,33,10,0.0,0.0,0.0,0,11,2,1,1,0,4.1,61.0,2015
289,Alterraun Verner,TB,CB,16,42,11,0.0,0.5,3.0,2,4,1,1,0,0,3.8,60.8,2015
290,Bennie Logan,PHI,DT,14,39,16,9.0,1.0,7.0,2,0,0,0,0,0,4.3,60.7,2015
291,Sean Smith,KC,CB,13,40,5,0.0,0.0,0.0,0,12,2,0,0,0,4.7,60.5,2015
291,Greg Toler,IND,CB,10,44,7,0.0,0.0,0.0,0,10,0,1,0,0,6.0,60.5,2015
291,Keenan Robinson,WAS,OLB,12,36,27,2.0,0.0,0.0,0,3,1,0,1,0,5.0,60.5,2015
294,Patrick Robinson,LAC,CB,16,43,6,2.0,0.0,0.0,1,8,1,0,0,0,3.8,60.0,2015
295,Jason Jones,DET,DE,15,27,4,4.0,4.5,29.5,11,1,0,1,0,0,4.0,59.95,2015
296,Roy Miller,JAX,NT,16,22,18,6.0,4.0,18.5,6,1,0,2,0,0,3.7,59.85,2015
297,Nigel Bradham,BUF,OLB,11,42,15,2.0,1.0,3.0,3,3,0,0,0,0,5.4,59.8,2015
298,Andre Branch,JAX,DE,13,18,6,3.0,4.0,36.0,5,4,0,2,1,1,4.6,59.6,2015
299,Tyrone Crawford,DAL,DT,16,23,12,7.0,5.0,33.0,9,1,0,0,0,0,3.7,59.3,2015
300,Darius Butler,IND,FS,14,38,12,1.0,0.0,0.0,1,4,1,2,0,0,4.2,59.0,2015
